Date,Number of dates,length
1912-09-02,35,27202
1912-09-03,71,27485
1912-09-04,86,27744
1912-09-05,67,24195
1912-09-06,60,27204
1912-09-07,72,26472
1912-09-08,55,22330
1912-09-09,35,27986
1912-09-10,111,27999
1912-09-11,52,27845
1912-09-12,116,23994
1912-09-13,46,27914
1912-09-14,42,26036
1912-09-15,67,26075
1912-09-16,37,27859
1912-09-17,33,27797
1912-09-18,65,27986
1912-09-19,59,24254
1912-09-20,61,26647
1912-09-21,72,27926
1912-09-22,49,28225
1912-09-23,34,28240
1912-09-24,65,27319
1912-09-25,51,27387
1912-09-26,36,34133
1912-09-27,37,26269
1912-09-28,38,25786
1912-09-29,39,33481
1912-09-30,42,28222
1912-10-01,68,26202
1912-10-02,39,36943
1912-10-03,54,34495
1912-10-04,72,33709
1912-10-05,40,30466
1912-10-06,31,29867
1912-10-07,25,27602
1912-10-08,39,26684
1912-10-09,90,36340
1912-10-10,71,31887
1912-10-11,38,35089
1912-10-12,48,34033
1912-10-13,52,33221
1912-10-14,40,26259
1912-10-15,42,37808
1912-10-16,33,35296
1912-10-17,51,33302
1912-10-18,46,34565
1912-10-19,59,35047
1912-10-20,31,31696
1912-10-21,33,26081
1912-10-22,43,36037
1912-10-23,73,33984
1912-10-24,33,33075
1912-10-25,47,35704
1912-10-26,42,27925
1912-10-27,77,36200
1912-10-28,23,33999
1912-10-29,64,36201
1912-10-30,62,32332
1912-10-31,91,33066
1912-11-01,76,35708
1912-11-02,40,28340
1912-11-03,52,26317
1912-11-04,55,28480
1912-11-05,59,37358
1912-11-06,30,34322
1912-11-07,56,32708
1912-11-08,35,35145
1912-11-09,48,35671
1912-11-10,48,33919
1912-11-11,50,38833
1912-11-12,40,36109
1912-11-13,28,33799
1912-11-14,44,33255
1912-11-15,57,36777
1912-11-16,27,36566
1912-11-17,37,34382
1912-11-18,37,38400
1912-11-19,47,35887
1912-11-20,62,33803
1912-11-21,45,33653
1912-11-22,32,36403
1912-11-23,50,34176
1912-11-24,43,35315
1912-11-25,66,37757
1912-11-26,28,37369
1912-11-27,37,33042
1912-11-28,79,33602
1912-11-29,45,35938
1912-11-30,57,33887
1912-12-01,74,30346
1912-12-02,47,27078
1912-12-03,34,37375
1912-12-04,28,37917
1912-12-05,86,32911
1912-12-06,58,33337
1912-12-07,35,37824
1912-12-08,70,32731
1912-12-09,37,37583
1912-12-10,46,37071
1912-12-11,50,35924
1912-12-12,77,34766
1912-12-13,61,35062
1912-12-14,32,34455
1912-12-15,64,35243
1912-12-16,49,25363
1912-12-17,21,36114
1912-12-18,38,35080
1912-12-19,38,36532
1912-12-20,66,34197
1912-12-21,27,35197
1912-12-22,37,37553
1912-12-23,29,37003
1912-12-24,70,38301
1912-12-25,55,37242
1912-12-26,42,25017
1912-12-27,55,25511
1912-12-28,39,26058
1912-12-29,42,26987
1912-12-30,52,27758
1912-12-31,53,27008
1913-01-01,61,27442
1913-01-02,76,27158
1913-01-03,32,25987
1913-01-04,81,25047
1913-01-05,78,24922
1913-01-06,75,27837
1913-01-07,56,36343
1913-01-08,62,25718
1913-01-09,55,35922
1913-01-10,75,26442
1913-01-11,60,36572
1913-01-12,45,33640
1913-01-13,57,26487
1913-01-14,45,39228
1913-01-15,30,35573
1913-01-16,62,33312
1913-01-17,72,34327
1913-01-18,48,23981
1913-01-19,64,36137
1913-01-20,84,28164
1913-01-21,43,38738
1913-01-22,78,33545
1913-01-23,36,34906
1913-01-24,38,36219
1913-01-25,43,37189
1913-01-26,60,33553
1913-01-27,69,27587
1913-01-28,44,36945
1913-01-29,56,35471
1913-01-30,43,36118
1913-01-31,32,38032
1913-02-01,63,35000
1913-02-02,73,35719
1913-02-03,39,27023
1913-02-04,57,36110
1913-02-05,25,35493
1913-02-06,30,32668
1913-02-07,36,37150
1913-02-08,57,33101
1913-02-09,43,35550
1913-02-10,34,25317
1913-02-11,49,36876
1913-02-12,54,32663
1913-02-13,34,31995
1913-02-14,37,35840
1913-02-15,43,32604
1913-02-16,47,35754
1913-02-17,40,38816
1913-02-18,43,37955
1913-02-19,40,32486
1913-02-20,57,35081
1913-02-21,57,38099
1913-02-22,50,34766
1913-02-23,94,36194
1913-02-24,42,27585
1913-02-25,30,38534
1913-02-26,62,34509
1913-02-27,84,37458
1913-02-28,43,34555
1913-03-01,63,35485
1913-03-02,71,32981
1913-03-03,49,38282
1913-03-04,43,35915
1913-03-05,50,35995
1913-03-06,77,35081
1913-03-07,103,36706
1913-03-08,43,35846
1913-03-09,32,34729
1913-03-10,47,38720
1913-03-11,49,37754
1913-03-12,62,35231
1913-03-13,73,35131
1913-03-14,57,36648
1913-03-15,43,34205
1913-03-16,69,34998
1913-03-17,70,37521
1913-03-18,84,36390
1913-03-19,40,36040
1913-03-20,53,34954
1913-03-21,64,35435
1913-03-22,35,27282
1913-03-23,68,27021
1913-03-24,39,27897
1913-03-25,31,28835
1913-03-26,35,35041
1913-03-27,35,34608
1913-03-28,76,35343
1913-03-29,47,36350
1913-03-30,72,33783
1913-03-31,62,38479
1913-04-01,59,37825
1913-04-02,49,35847
1913-04-03,41,36112
1913-04-04,49,37180
1913-04-05,83,33306
1913-04-06,85,34662
1913-04-07,46,38536
1913-04-08,43,38035
1913-04-09,47,34102
1913-04-10,18,33396
1913-04-11,44,36179
1913-04-12,49,37860
1913-04-13,71,36636
1913-04-14,128,40341
1913-04-15,88,36714
1913-04-16,54,35796
1913-04-17,57,34516
1913-04-18,48,38300
1913-04-19,43,36302
1913-04-20,54,34579
1913-04-21,34,27394
1913-07-04,83,37272
1913-07-06,76,34613
1913-10-12,69,36446
1913-10-13,36,37289
1913-10-14,45,27244
1913-11-11,63,37794
1913-11-12,32,33082
1913-11-13,41,34936
1913-11-22,37,35731
1913-12-07,40,31415
